Country latitude	longitude	distance_from_france	is_from_france	alim_ssssgrp_nom_fr	alim_ssgrp_nom_fr	alim_grp_nom_fr	Nb_scans	Nb_unique_scans
India	22.3511148	78.6677428	7242.642643887574	0	plats de poisson et féculents	plats composés	entrées et plats composés	120	74.0
India	22.3511148	78.6677428	7242.642643887574	0	plats de poisson sans garniture	plats composés	entrées et plats composés	5	4.0
India	22.3511148	78.6677428	7242.642643887574	0	plats de viande et féculents	plats composés	entrées et plats composés	472	303.0
India	22.3511148	78.6677428	7242.642643887574	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	8	6.0
India	22.3511148	78.6677428	7242.642643887574	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	87	53.0
India	22.3511148	78.6677428	7242.642643887574	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	2328	1529.0
India	22.3511148	78.6677428	7242.642643887574	0	quenelles	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
India	22.3511148	78.6677428	7242.642643887574	0	rillettes	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
India	22.3511148	78.6677428	7242.642643887574	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	112	68.0
India	22.3511148	78.6677428	7242.642643887574	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	41	25.0
India	22.3511148	78.6677428	7242.642643887574	0	vins	boisson alcoolisées	eaux et autres boissons	6	5.0
India	22.3511148	78.6677428	7242.642643887574	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	11	3.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	9	6.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	24	14.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	18	13.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre huiles de poissons	huiles de poissons	matières grasses	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre mollusques et crustacés crus	mollusques et crustacés crus	viandes, œufs, poissons et assimilés	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre pizzas, tartes et crêpes salées	pizzas, tartes et crêpes salées	entrées et plats composés	30	18.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	4	2.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	Autre épices	épices	aides culinaires et ingrédients divers	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	21	15.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	boissons rafraîchissantes lactées	boissons sans alcool	eaux et autres boissons	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	boissons végétales	boissons sans alcool	eaux et autres boissons	1805	1155.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	2	1.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	74	46.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	29	19.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	23	15.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	herbes séchées	herbes	aides culinaires et ingrédients divers	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	jus	boissons sans alcool	eaux et autres boissons	14	7.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	84	45.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	28	15.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	7	6.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	pains	pains et assimilés	produits céréaliers	3	1.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	plats de céréales/pâtes	plats composés	entrées et plats composés	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	plats de fromage	plats composés	entrées et plats composés	55	31.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	plats végétariens	plats composés	entrées et plats composés	23	17.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	8	7.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	rillettes	charcuteries et assimilés	viandes, œufs, poissons et assimilés	2	2.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	6	6.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	183	110.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	69	38.0
Indonesia	-2.4833826	117.89028529999999	12179.985281163892	0	substituts de fromages pour végétariens	fromages et assimilés	produits laitiers et assimilés	0	0.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	0	0.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	Autre gâteaux et pâtisseries	gâteaux et pâtisseries	produits sucrés	1	1.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	1	1.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	boissons végétales	boissons sans alcool	eaux et autres boissons	11	8.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	429	258.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	2	2.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	20	14.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	3	3.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	jus	boissons sans alcool	eaux et autres boissons	188	121.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	3	2.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	liqueurs et alcools	boisson alcoolisées	eaux et autres boissons	11	8.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	17	14.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	180	128.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	plats de céréales/pâtes	plats composés	entrées et plats composés	16	8.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	2	1.0
Iran, Islamic Republic of	32.6475314	54.56435160000001	4679.270186750775	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	1974	1157.0
Iraq	33.0955793	44.174977500000004	3858.06223595914	0	boissons végétales	boissons sans alcool	eaux et autres boissons	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	31	11.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	67	42.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre laits	laits	produits laitiers et assimilés	2	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre mollusques et crustacés crus	mollusques et crustacés crus	viandes, œufs, poissons et assimilés	12	7.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre poissons crus	poissons crus	viandes, œufs, poissons et assimilés	37	24.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	61	37.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	autres fromages et spécialités	fromages et assimilés	produits laitiers et assimilés	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	45	34.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	boissons végétales	boissons sans alcool	eaux et autres boissons	181	105.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	1	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	cocktails	boisson alcoolisées	eaux et autres boissons	1	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	32	19.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	91	61.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	159	111.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	jambons cuits	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	laits autres que de vache	laits	produits laitiers et assimilés	9	5.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	liqueurs et alcools	boisson alcoolisées	eaux et autres boissons	2	2.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	10	7.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	962	626.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de céréales/pâtes	plats composés	entrées et plats composés	188	130.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de fromage	plats composés	entrées et plats composés	1	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de poisson et féculents	plats composés	entrées et plats composés	19	9.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de poisson sans garniture	plats composés	entrées et plats composés	8	5.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de viande et féculents	plats composés	entrées et plats composés	3	3.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats de viande sans garniture	plats composés	entrées et plats composés	1	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	plats végétariens	plats composés	entrées et plats composés	20	14.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	126	83.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	0	0.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	14	12.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	rillettes	charcuteries et assimilés	viandes, œufs, poissons et assimilés	4	1.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	5	4.0
Ireland	52.865196	-7.9794599	993.2981057949803	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	265	167.0
Isle of Man	54.193680500000006	-4.5591148	959.9316638504035	0	laits autres que de vache	laits	produits laitiers et assimilés	3	2.0
Isle of Man	54.193680500000006	-4.5591148	959.9316638504035	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	2	1.0
Isle of Man	54.193680500000006	-4.5591148	959.9316638504035	0	plats de céréales/pâtes	plats composés	entrées et plats composés	0	0.0
Isle of Man	54.193680500000006	-4.5591148	959.9316638504035	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	51	37.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	0	0.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	Autre condiments	condiments	aides culinaires et ingrédients divers	0	0.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	Autre margarines	margarines	matières grasses	0	0.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	11	4.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	boissons végétales	boissons sans alcool	eaux et autres boissons	41	26.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	2	1.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	51	35.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	6	4.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	herbes fraîches	herbes	aides culinaires et ingrédients divers	0	0.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	3	3.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	27	17.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	65	43.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	2	1.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	1	1.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	2	1.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	55	30.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	vins	boisson alcoolisées	eaux et autres boissons	0	0.0
Israel	31.531311300000002	34.8667654	3272.400213485552	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre aides culinaires	aides culinaires	aides culinaires et ingrédients divers	51	28.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre aides culinaires et ingrédients pour végétariens	aides culinaires et ingrédients pour végétariens	aides culinaires et ingrédients divers	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre aliments infantiles	Autre aliments infantiles	aliments infantiles	2	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre autres produits à base de viande	autres produits à base de viande	viandes, œufs, poissons et assimilés	44	34.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre beurres	beurres	matières grasses	7	4.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	109	72.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	147	99.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre charcuteries et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	3	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	1927	1151.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre condiments	condiments	aides culinaires et ingrédients divers	1074	679.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	3	2.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre céréales de petit-déjeuner	céréales de petit-déjeuner	produits sucrés	2	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	22	15.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre eaux	eaux	eaux et autres boissons	1	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre fruits à coque et graines oléagineuses	fruits à coque et graines oléagineuses	fruits, légumes, légumineuses et oléagineux	14	13.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre glaces	glaces	glaces et sorbets	12	4.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre huiles de poissons	huiles de poissons	matières grasses	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre laits	laits	produits laitiers et assimilés	3	3.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre margarines	margarines	matières grasses	9	3.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre petits pots salés et plats infantiles	petits pots salés et plats infantiles	aliments infantiles	3	3.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre pizzas, tartes et crêpes salées	pizzas, tartes et crêpes salées	entrées et plats composés	176	115.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre plats composés	plats composés	entrées et plats composés	15	7.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre produits laitiers frais et assimilés	produits laitiers frais et assimilés	produits laitiers et assimilés	12	9.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	598	347.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	320	205.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre salades composées et crudités	salades composées et crudités	entrées et plats composés	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre sels	sels	aides culinaires et ingrédients divers	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre soupes	soupes	entrées et plats composés	348	222.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre substitus de produits carnés	substitus de produits carnés	viandes, œufs, poissons et assimilés	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	Autre viennoiseries	viennoiseries	produits sucrés	16	7.0
Italy	42.6384261	12.674297	960.7138778843653	0	abats	viandes cuites	viandes, œufs, poissons et assimilés	4	3.0
Italy	42.6384261	12.674297	960.7138778843653	0	autres desserts	produits laitiers frais et assimilés	produits laitiers et assimilés	3	3.0
Italy	42.6384261	12.674297	960.7138778843653	0	autres fromages et spécialités	fromages et assimilés	produits laitiers et assimilés	13	7.0
Italy	42.6384261	12.674297	960.7138778843653	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	88	63.0
Italy	42.6384261	12.674297	960.7138778843653	0	biscottes et pains grillés	pains et assimilés	produits céréaliers	3	2.0
Italy	42.6384261	12.674297	960.7138778843653	0	bières et cidres	boisson alcoolisées	eaux et autres boissons	16	10.0
Italy	42.6384261	12.674297	960.7138778843653	0	boissons rafraîchissantes lactées	boissons sans alcool	eaux et autres boissons	1772	1000.0
Italy	42.6384261	12.674297	960.7138778843653	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	424	223.0
Italy	42.6384261	12.674297	960.7138778843653	0	boissons végétales	boissons sans alcool	eaux et autres boissons	8812	5413.0
Italy	42.6384261	12.674297	960.7138778843653	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	82	49.0
Italy	42.6384261	12.674297	960.7138778843653	0	bœuf et veau	viandes cuites	viandes, œufs, poissons et assimilés	10	9.0
Italy	42.6384261	12.674297	960.7138778843653	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	75	53.0
Italy	42.6384261	12.674297	960.7138778843653	0	cocktails	boisson alcoolisées	eaux et autres boissons	2	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	compotes et assimilés	fruits	fruits, légumes, légumineuses et oléagineux	8	6.0
Italy	42.6384261	12.674297	960.7138778843653	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	545	368.0
Italy	42.6384261	12.674297	960.7138778843653	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	493	318.0
Italy	42.6384261	12.674297	960.7138778843653	0	dinde	viandes cuites	viandes, œufs, poissons et assimilés	2	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	fromage fondus	fromages et assimilés	produits laitiers et assimilés	105	60.0
Italy	42.6384261	12.674297	960.7138778843653	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	1731	1084.0
Italy	42.6384261	12.674297	960.7138778843653	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	3776	2544.0
Italy	42.6384261	12.674297	960.7138778843653	0	fromages à pâte persillée	fromages et assimilés	produits laitiers et assimilés	51	36.0
Italy	42.6384261	12.674297	960.7138778843653	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	170	109.0
Italy	42.6384261	12.674297	960.7138778843653	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	247	169.0
Italy	42.6384261	12.674297	960.7138778843653	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	534	313.0
Italy	42.6384261	12.674297	960.7138778843653	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	618	357.0
Italy	42.6384261	12.674297	960.7138778843653	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	120	82.0
Italy	42.6384261	12.674297	960.7138778843653	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	223	143.0
Italy	42.6384261	12.674297	960.7138778843653	0	herbes séchées	herbes	aides culinaires et ingrédients divers	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	jambons cuits	charcuteries et assimilés	viandes, œufs, poissons et assimilés	402	277.0
Italy	42.6384261	12.674297	960.7138778843653	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	194	136.0
Italy	42.6384261	12.674297	960.7138778843653	0	jus	boissons sans alcool	eaux et autres boissons	1126	709.0
Italy	42.6384261	12.674297	960.7138778843653	0	laits autres que de vache	laits	produits laitiers et assimilés	46	29.0
Italy	42.6384261	12.674297	960.7138778843653	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	982	629.0
Italy	42.6384261	12.674297	960.7138778843653	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	2374	1509.0
Italy	42.6384261	12.674297	960.7138778843653	0	liqueurs et alcools	boisson alcoolisées	eaux et autres boissons	65	47.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	4027	2625.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	102	71.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	511	303.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	29	20.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumineuses fraîches	légumineuses	fruits, légumes, légumineuses et oléagineux	8	4.0
Italy	42.6384261	12.674297	960.7138778843653	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	18	14.0
Italy	42.6384261	12.674297	960.7138778843653	0	nectars	boissons sans alcool	eaux et autres boissons	1	1.0
Italy	42.6384261	12.674297	960.7138778843653	0	omelettes et autres ovoproduits	œufs	viandes, œufs, poissons et assimilés	76	50.0
Italy	42.6384261	12.674297	960.7138778843653	0	pains	pains et assimilés	produits céréaliers	355	206.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de céréales/pâtes	plats composés	entrées et plats composés	8257	5100.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de fromage	plats composés	entrées et plats composés	711	483.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	793	495.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de poisson et féculents	plats composés	entrées et plats composés	190	131.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de poisson sans garniture	plats composés	entrées et plats composés	8	5.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de viande et féculents	plats composés	entrées et plats composés	757	415.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	1192	737.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats de viande sans garniture	plats composés	entrées et plats composés	110	68.0
Italy	42.6384261	12.674297	960.7138778843653	0	plats végétariens	plats composés	entrées et plats composés	319	208.0
Italy	42.6384261	12.674297	960.7138778843653	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	263	179.0
Italy	42.6384261	12.674297	960.7138778843653	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	486	270.0
Italy	42.6384261	12.674297	960.7138778843653	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	3529	2159.0
Italy	42.6384261	12.674297	960.7138778843653	0	pâtes, riz et céréales cuits	pâtes, riz et céréales	produits céréaliers	4	2.0
Italy	42.6384261	12.674297	960.7138778843653	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Italy	42.6384261	12.674297	960.7138778843653	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	5890	3892.0
Italy	42.6384261	12.674297	960.7138778843653	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	743	458.0
Italy	42.6384261	12.674297	960.7138778843653	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	2115	1384.0
Italy	42.6384261	12.674297	960.7138778843653	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	15	12.0
