Country latitude	longitude	distance_from_france	is_from_france	alim_ssssgrp_nom_fr	alim_ssgrp_nom_fr	alim_grp_nom_fr	Nb_scans	Nb_unique_scans
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	plats de céréales/pâtes	plats composés	entrées et plats composés	8	8.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	25	18.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	plats de poisson et féculents	plats composés	entrées et plats composés	1	1.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	plats de viande et féculents	plats composés	entrées et plats composés	4	2.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	27	18.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	2	2.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	2	2.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	2	1.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	117	83.0
Chad	15.613413699999999	19.015617199999998	3797.668733447381	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	3	2.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	0	0.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	89	58.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre boisson alcoolisées	boisson alcoolisées	eaux et autres boissons	2	1.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	18	13.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre mollusques et crustacés crus	mollusques et crustacés crus	viandes, œufs, poissons et assimilés	18	8.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre poissons crus	poissons crus	viandes, œufs, poissons et assimilés	37	24.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	74	48.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	72	35.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre sandwichs	sandwichs	entrées et plats composés	23	17.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	Autre viandes cuites	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	boissons rafraîchissantes lactées	boissons sans alcool	eaux et autres boissons	2	1.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	27	14.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	boissons végétales	boissons sans alcool	eaux et autres boissons	650	406.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	36	26.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	fromage fondus	fromages et assimilés	produits laitiers et assimilés	9	3.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	424	255.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	50	30.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	110	87.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	herbes séchées	herbes	aides culinaires et ingrédients divers	75	42.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	jus	boissons sans alcool	eaux et autres boissons	24	17.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	laits autres que de vache	laits	produits laitiers et assimilés	2	2.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	35	19.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	90	55.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	473	306.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	68	39.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de céréales/pâtes	plats composés	entrées et plats composés	86	53.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de fromage	plats composés	entrées et plats composés	85	59.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	25	15.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de poisson et féculents	plats composés	entrées et plats composés	172	125.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de poisson sans garniture	plats composés	entrées et plats composés	5	3.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats de viande et féculents	plats composés	entrées et plats composés	6	5.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	plats végétariens	plats composés	entrées et plats composés	8	5.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	201	117.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	1	1.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	42	27.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	substituts de fromages pour végétariens	fromages et assimilés	produits laitiers et assimilés	0	0.0
Chile	-31.7613365	-71.3187697	11392.397347610779	0	vins	boisson alcoolisées	eaux et autres boissons	5	3.0
China	35.000074	104.999927	8148.122461509908	0	Autre aides culinaires	aides culinaires	aides culinaires et ingrédients divers	0	0.0
China	35.000074	104.999927	8148.122461509908	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	63	37.0
China	35.000074	104.999927	8148.122461509908	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	3	2.0
China	35.000074	104.999927	8148.122461509908	0	Autre condiments	condiments	aides culinaires et ingrédients divers	16	13.0
China	35.000074	104.999927	8148.122461509908	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	9	5.0
China	35.000074	104.999927	8148.122461509908	0	Autre huiles de poissons	huiles de poissons	matières grasses	3	1.0
China	35.000074	104.999927	8148.122461509908	0	Autre mollusques et crustacés crus	mollusques et crustacés crus	viandes, œufs, poissons et assimilés	12	7.0
China	35.000074	104.999927	8148.122461509908	0	Autre pizzas, tartes et crêpes salées	pizzas, tartes et crêpes salées	entrées et plats composés	27	16.0
China	35.000074	104.999927	8148.122461509908	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	2	2.0
China	35.000074	104.999927	8148.122461509908	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	18	14.0
China	35.000074	104.999927	8148.122461509908	0	Autre sandwichs	sandwichs	entrées et plats composés	10	5.0
China	35.000074	104.999927	8148.122461509908	0	Autre sauces	sauces	aides culinaires et ingrédients divers	0	0.0
China	35.000074	104.999927	8148.122461509908	0	Autre soupes	soupes	entrées et plats composés	4	2.0
China	35.000074	104.999927	8148.122461509908	0	abats	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	autres fromages et spécialités	fromages et assimilés	produits laitiers et assimilés	20	14.0
China	35.000074	104.999927	8148.122461509908	0	autres spécialités charcutières	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	205	130.0
China	35.000074	104.999927	8148.122461509908	0	boissons végétales	boissons sans alcool	eaux et autres boissons	2483	1574.0
China	35.000074	104.999927	8148.122461509908	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	79	49.0
China	35.000074	104.999927	8148.122461509908	0	bœuf et veau	viandes cuites	viandes, œufs, poissons et assimilés	3	1.0
China	35.000074	104.999927	8148.122461509908	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	127	83.0
China	35.000074	104.999927	8148.122461509908	0	fromage fondus	fromages et assimilés	produits laitiers et assimilés	12	4.0
China	35.000074	104.999927	8148.122461509908	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	fromages à pâte persillée	fromages et assimilés	produits laitiers et assimilés	1	1.0
China	35.000074	104.999927	8148.122461509908	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	2	1.0
China	35.000074	104.999927	8148.122461509908	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	569	327.0
China	35.000074	104.999927	8148.122461509908	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	35	21.0
China	35.000074	104.999927	8148.122461509908	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	72	55.0
China	35.000074	104.999927	8148.122461509908	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	154	98.0
China	35.000074	104.999927	8148.122461509908	0	herbes fraîches	herbes	aides culinaires et ingrédients divers	9	5.0
China	35.000074	104.999927	8148.122461509908	0	herbes séchées	herbes	aides culinaires et ingrédients divers	0	0.0
China	35.000074	104.999927	8148.122461509908	0	jambons cuits	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	82	43.0
China	35.000074	104.999927	8148.122461509908	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	8	7.0
China	35.000074	104.999927	8148.122461509908	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	175	117.0
China	35.000074	104.999927	8148.122461509908	0	légumes cuits	légumes	fruits, légumes, légumineuses et oléagineux	10	9.0
China	35.000074	104.999927	8148.122461509908	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	65	46.0
China	35.000074	104.999927	8148.122461509908	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	60	39.0
China	35.000074	104.999927	8148.122461509908	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	110	59.0
China	35.000074	104.999927	8148.122461509908	0	légumineuses fraîches	légumineuses	fruits, légumes, légumineuses et oléagineux	550	347.0
China	35.000074	104.999927	8148.122461509908	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	170	109.0
China	35.000074	104.999927	8148.122461509908	0	plats de céréales/pâtes	plats composés	entrées et plats composés	128	70.0
China	35.000074	104.999927	8148.122461509908	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	75	47.0
China	35.000074	104.999927	8148.122461509908	0	plats de poisson sans garniture	plats composés	entrées et plats composés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	plats de viande et féculents	plats composés	entrées et plats composés	2	2.0
China	35.000074	104.999927	8148.122461509908	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	280	191.0
China	35.000074	104.999927	8148.122461509908	0	plats de viande sans garniture	plats composés	entrées et plats composés	8	5.0
China	35.000074	104.999927	8148.122461509908	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	11	5.0
China	35.000074	104.999927	8148.122461509908	0	pâtes, riz et céréales cuits	pâtes, riz et céréales	produits céréaliers	2	2.0
China	35.000074	104.999927	8148.122461509908	0	pâtés et terrines	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
China	35.000074	104.999927	8148.122461509908	0	rillettes	charcuteries et assimilés	viandes, œufs, poissons et assimilés	14	9.0
China	35.000074	104.999927	8148.122461509908	0	sauces chaudes	sauces	aides culinaires et ingrédients divers	22	16.0
China	35.000074	104.999927	8148.122461509908	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	46	31.0
China	35.000074	104.999927	8148.122461509908	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	85	47.0
China	35.000074	104.999927	8148.122461509908	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	44	25.0
China	35.000074	104.999927	8148.122461509908	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	27	15.0
China	35.000074	104.999927	8148.122461509908	0	vins	boisson alcoolisées	eaux et autres boissons	13	6.0
China	35.000074	104.999927	8148.122461509908	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	27	22.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre aides culinaires	aides culinaires	aides culinaires et ingrédients divers	1	1.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre biscuits apéritifs	biscuits apéritifs	produits céréaliers	209	130.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	58	25.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre charcuteries et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	1	1.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	0	0.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	18	7.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	1	1.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	boissons végétales	boissons sans alcool	eaux et autres boissons	607	361.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	13	4.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	76	51.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fromages à pâte persillée	fromages et assimilés	produits laitiers et assimilés	4	1.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	36	24.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	105	76.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	23	16.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	2	2.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	123	89.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	16	9.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	jus	boissons sans alcool	eaux et autres boissons	42	25.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	0	0.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	10	7.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	456	297.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	légumineuses sèches	légumineuses	fruits, légumes, légumineuses et oléagineux	2	2.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	omelettes et autres ovoproduits	œufs	viandes, œufs, poissons et assimilés	88	51.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	plats de céréales/pâtes	plats composés	entrées et plats composés	229	147.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	plats de légumes/légumineuses	plats composés	entrées et plats composés	20	14.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	0	0.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	113	76.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	0	0.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	4	4.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	13	7.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	2	1.0
Colombia	4.099917	-72.90881329999998	8527.66450418288	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	55	30.0
Comoros	-12.204517599999999	44.2832964	7790.3494336001	0	boissons végétales	boissons sans alcool	eaux et autres boissons	11	7.0
Congo	-0.7264326999999999	15.6419155	5437.563981050107	0	boissons végétales	boissons sans alcool	eaux et autres boissons	17	10.0
Congo	-0.7264326999999999	15.6419155	5437.563981050107	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	3	1.0
Congo	-0.7264326999999999	15.6419155	5437.563981050107	0	légumineuses fraîches	légumineuses	fruits, légumes, légumineuses et oléagineux	0	0.0
Congo	-0.7264326999999999	15.6419155	5437.563981050107	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	3	3.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	18	10.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	2	1.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	3	2.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	24	13.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	boissons végétales	boissons sans alcool	eaux et autres boissons	112	69.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	51	31.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	5	4.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	65	49.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	10	4.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	6	5.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	39	28.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	4	1.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	jus	boissons sans alcool	eaux et autres boissons	31	26.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	9	5.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	107	73.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	3	2.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	plats de poisson et féculents	plats composés	entrées et plats composés	4	2.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	18	12.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	7	4.0
Costa Rica	10.2735633	-84.0739102	8882.59750467119	0	substituts de charcuteries pour végétariens	charcuteries et assimilés	viandes, œufs, poissons et assimilés	1	1.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	3	2.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	Autre produits sucrés	Autre produits sucrés	produits sucrés	1	1.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	boissons végétales	boissons sans alcool	eaux et autres boissons	0	0.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	fruits appertisés	fruits	fruits, légumes, légumineuses et oléagineux	1	1.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	14	8.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	2	2.0
Croatia	45.5643442	17.0118954	1171.607997172855	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	23	16.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	1	1.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	Autre eaux	eaux	eaux et autres boissons	18	14.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	4	3.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	11	9.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	boissons végétales	boissons sans alcool	eaux et autres boissons	26	20.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	0	0.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	22	13.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	2	2.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	0	0.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	jus	boissons sans alcool	eaux et autres boissons	43	22.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	69	38.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	pains	pains et assimilés	produits céréaliers	0	0.0
Cuba	23.013133800000002	-80.8328748	7641.263635271823	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	6	3.0
Cyprus	34.982301799999995	33.1451285	2908.821379013763	0	Autre autres produits à base de viande	autres produits à base de viande	viandes, œufs, poissons et assimilés	0	0.0
Cyprus	34.982301799999995	33.1451285	2908.821379013763	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	5	4.0
Cyprus	34.982301799999995	33.1451285	2908.821379013763	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	2	1.0
Cyprus	34.982301799999995	33.1451285	2908.821379013763	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	7	3.0
Cyprus	34.982301799999995	33.1451285	2908.821379013763	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	0	0.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	1375	704.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	0	0.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	Autre laits	laits	produits laitiers et assimilés	1	1.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	502	334.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	0	0.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	60	44.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	boissons végétales	boissons sans alcool	eaux et autres boissons	31	15.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	384	225.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	9	5.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	50	30.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	2	1.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	14	4.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	117	78.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	légumes cuits	légumes	fruits, légumes, légumineuses et oléagineux	1	1.0
